timestamp,equity
2025-10-31 13:35:34,100000.0
2025-10-31 13:36:34,100000.0
2025-10-31 13:37:34,100000.0
2025-10-31 13:38:34,100000.0
2025-10-31 13:39:34,100000.0
2025-10-31 13:40:34,100000.0
2025-10-31 13:41:34,100000.0
2025-10-31 13:43:34,100000.0
2025-10-31 13:44:34,100000.0
2025-10-31 13:45:34,100000.0
2025-10-31 13:46:34,100000.0
2025-10-31 13:47:34,100000.0
2025-10-31 13:48:34,100000.0
2025-10-31 13:49:34,100000.0
2025-10-31 13:50:34,100000.0
2025-10-31 13:51:34,100000.0
2025-10-31 13:52:34,100000.0
2025-10-31 13:53:34,100000.0
2025-10-31 13:54:34,100000.0
2025-10-31 13:55:34,100000.0
2025-10-31 13:56:34,100000.0
2025-10-31 13:57:34,100000.0
2025-10-31 13:58:34,100000.0
2025-10-31 13:59:34,100000.0
2025-10-31 14:00:34,100000.0
2025-10-31 14:01:34,100000.0
2025-10-31 14:02:34,100000.0
2025-10-31 14:03:34,100000.0
2025-10-31 14:04:34,100000.0
2025-10-31 14:05:34,100000.0
2025-10-31 14:06:34,100000.0
2025-10-31 14:07:34,100000.0
2025-10-31 14:08:34,100000.0
2025-10-31 14:09:34,100000.0
2025-10-31 14:10:34,100000.0
2025-10-31 14:11:34,100000.0
2025-10-31 14:12:34,100000.0
2025-10-31 14:13:34,100000.0
2025-10-31 14:14:34,100000.0
2025-10-31 14:15:34,100000.0
2025-10-31 14:16:34,100000.0
2025-10-31 14:17:34,100000.0
2025-10-31 14:18:34,100000.0
2025-10-31 14:19:34,100000.0
2025-10-31 14:20:34,100000.0
2025-10-31 14:21:34,100000.0
2025-10-31 14:22:34,100000.0
2025-10-31 14:23:34,100000.0
2025-10-31 14:24:34,100000.0
2025-10-31 14:25:34,100000.0
2025-10-31 14:26:34,100000.0
2025-10-31 14:27:34,100000.0
2025-10-31 14:28:34,100000.0
2025-10-31 14:29:34,100000.0
2025-10-31 14:30:34,100000.0
2025-10-31 14:31:34,100000.0
2025-10-31 14:32:34,100000.0
2025-10-31 14:33:34,100000.0
2025-10-31 14:34:34,100000.0
2025-10-31 14:35:34,100000.0
2025-10-31 14:36:34,100000.0
2025-10-31 14:37:34,100000.0
2025-10-31 14:38:34,100000.0
2025-10-31 14:39:34,100000.0
2025-10-31 14:40:34,100000.0
2025-10-31 14:41:34,100000.0
2025-10-31 14:42:34,100000.0
2025-10-31 14:43:34,100000.0
2025-10-31 14:44:34,100000.0
2025-10-31 14:45:34,100000.0
2025-10-31 14:46:34,100000.0
2025-10-31 14:47:34,100000.0
2025-10-31 14:49:34,100000.0
2025-10-31 14:50:34,100000.0
2025-10-31 14:51:34,100000.0
2025-10-31 14:52:34,100000.0
2025-10-31 14:53:34,100000.0
2025-10-31 14:54:34,100000.0
2025-10-31 14:55:34,100000.0
2025-10-31 14:56:34,100000.0
2025-10-31 14:57:34,100000.0
2025-10-31 14:58:34,100000.0
2025-10-31 14:59:34,100000.0
2025-10-31 15:00:34,100000.0
2025-10-31 15:01:34,100000.0
2025-10-31 15:02:34,100000.0
2025-10-31 15:03:34,100000.0
2025-10-31 15:04:34,100000.0
2025-10-31 15:05:34,100000.0
2025-10-31 15:06:34,100000.0
2025-10-31 15:07:34,100000.0
2025-10-31 15:08:34,100000.0
2025-10-31 15:09:34,100000.0
2025-10-31 15:10:34,100000.0
2025-10-31 15:11:34,100000.0
2025-10-31 15:12:34,100000.0
2025-10-31 15:13:34,100000.0
2025-10-31 15:14:34,100000.0
2025-10-31 15:15:34,100000.0
2025-10-31 15:16:34,100000.0
2025-10-31 15:17:34,100000.0
2025-10-31 15:18:34,100000.0
2025-10-31 15:19:34,100000.0
2025-10-31 15:20:34,100000.0
2025-10-31 15:21:34,100000.0
2025-10-31 15:22:34,99999.989120534
2025-10-31 15:23:34,99999.989120534
2025-10-31 15:24:34,99999.989120534
2025-10-31 15:25:34,99999.989120534
2025-10-31 15:26:34,99999.989120534
2025-10-31 15:27:34,99999.989120534
2025-10-31 15:28:34,99999.989120534
2025-10-31 15:29:34,99999.989120534
2025-10-31 15:30:34,99999.989120534
2025-10-31 15:31:34,99999.989120534
2025-10-31 15:32:34,99999.989120534
2025-10-31 15:33:34,99999.989120534
2025-10-31 15:34:34,99999.989120534
2025-10-31 15:35:34,99999.989120534
2025-10-31 15:36:34,99999.989120534
2025-10-31 15:37:34,99999.989120534
2025-10-31 15:38:34,99999.989120534
2025-10-31 15:39:34,99999.989120534
2025-10-31 15:40:34,99999.989120534
2025-10-31 15:41:34,99999.989120534
2025-10-31 15:42:34,99999.989120534
2025-10-31 15:43:34,99999.989120534
2025-10-31 15:44:34,99999.989120534
2025-10-31 15:45:34,99999.989120534
2025-10-31 15:46:34,99999.989120534
2025-10-31 15:47:34,99999.989120534
2025-10-31 15:48:34,99999.989120534
2025-10-31 15:49:34,99999.989120534
2025-10-31 15:50:34,99999.989120534
2025-10-31 15:51:34,99999.989120534
2025-10-31 15:52:34,99999.989120534
2025-10-31 15:53:34,99999.989120534
2025-10-31 15:54:34,99999.989120534
2025-10-31 15:55:34,99999.989120534
2025-10-31 15:56:34,99999.989120534
2025-10-31 15:57:34,99999.989120534
2025-10-31 15:58:34,99999.989120534
2025-10-31 15:59:34,99999.989120534
2025-10-31 16:00:34,99999.989120534
2025-10-31 16:01:34,99999.989120534
2025-10-31 16:02:34,99999.989120534
2025-10-31 16:03:34,99999.989120534
2025-10-31 16:04:34,99999.989120534
2025-10-31 16:05:34,99999.989120534
2025-10-31 16:06:34,99999.989120534
2025-10-31 16:07:34,99999.989120534
2025-10-31 16:08:34,99999.989120534
2025-10-31 16:09:34,99999.989120534
2025-10-31 16:10:34,99999.989120534
2025-10-31 16:11:34,99999.989120534
2025-10-31 16:12:34,99999.989120534
2025-10-31 16:13:34,99999.989120534
2025-10-31 16:14:34,99999.989120534
2025-10-31 16:15:34,99999.989120534
2025-10-31 16:16:34,99999.989120534
2025-10-31 16:17:34,99999.989120534
2025-10-31 16:18:34,99999.989120534
2025-10-31 16:19:34,99999.989120534
2025-10-31 16:20:34,99999.989120534
2025-10-31 16:21:34,99999.989120534
2025-10-31 16:22:34,99999.989120534
2025-10-31 16:23:34,99999.989120534
2025-10-31 16:24:34,99999.989120534
2025-10-31 16:25:34,99999.989120534
2025-10-31 16:26:34,99999.989120534
2025-10-31 16:27:34,99999.989120534
2025-10-31 16:28:34,99999.989120534
2025-10-31 16:29:34,99999.989120534
2025-10-31 16:30:34,99999.989120534
2025-10-31 16:31:34,99999.989120534
2025-10-31 16:32:34,99999.989120534
2025-10-31 16:33:34,99999.989120534
2025-10-31 16:34:34,99999.989120534
2025-10-31 16:35:34,99999.989120534
2025-10-31 16:36:34,99999.989120534
2025-10-31 16:37:34,99999.989120534
2025-10-31 16:38:34,99999.989120534
2025-10-31 16:39:34,99999.989120534
2025-10-31 16:40:34,99999.989120534
2025-10-31 16:41:34,99999.989120534
2025-10-31 16:42:34,99999.989120534
2025-10-31 16:43:34,99999.989120534
2025-10-31 16:44:34,99999.989120534
2025-10-31 16:48:34,99999.989120534
2025-10-31 16:49:34,99999.989120534
2025-10-31 16:50:34,99999.989120534
2025-10-31 16:51:34,99999.989120534
2025-10-31 16:52:34,99999.989120534
2025-10-31 16:53:34,99999.989120534
2025-10-31 16:54:34,99999.989120534
2025-10-31 16:55:34,99999.989120534
2025-10-31 16:56:34,99999.989120534
2025-10-31 16:57:34,99999.989120534
2025-10-31 16:58:34,99999.989120534
2025-10-31 16:59:34,99999.989120534
2025-10-31 17:00:34,99999.989120534
2025-10-31 17:01:34,99999.989120534
2025-10-31 17:02:34,99999.989120534
2025-10-31 17:03:34,99999.989120534
2025-10-31 17:04:34,99999.989120534
2025-10-31 17:05:34,99999.989120534
2025-10-31 17:06:34,99999.989120534
2025-10-31 17:07:34,99999.989120534
2025-10-31 17:08:34,99999.989120534
2025-10-31 17:09:34,99999.989120534
2025-10-31 17:10:34,99999.989120534
2025-10-31 17:11:34,99999.989120534
2025-10-31 17:12:34,99999.989120534
2025-10-31 17:13:34,99999.989120534
2025-10-31 17:14:34,99999.989120534
2025-10-31 17:15:34,99999.989120534
2025-10-31 17:16:34,99999.989120534
2025-10-31 17:17:34,99999.989120534
2025-10-31 17:18:34,99999.989120534
2025-10-31 17:19:34,99999.989120534
2025-10-31 17:20:34,99999.989120534
2025-10-31 17:21:34,99999.989120534
2025-10-31 17:22:34,99999.989120534
2025-10-31 17:23:34,99999.989120534
2025-10-31 17:24:34,99999.989120534
2025-10-31 17:25:34,99999.989120534
2025-10-31 17:26:34,99999.989120534
2025-10-31 17:27:34,99999.989120534
2025-10-31 17:28:34,99999.989120534
2025-10-31 17:29:34,99999.989120534
2025-10-31 17:30:34,99999.989120534
2025-10-31 17:31:34,99999.989120534
2025-10-31 17:32:34,99999.989120534
2025-10-31 17:33:34,99999.989120534
2025-10-31 17:34:34,99999.989120534
2025-10-31 17:35:34,99999.989120534
2025-10-31 17:36:34,99999.989120534
2025-10-31 17:37:34,99999.989120534
2025-10-31 17:38:34,99999.989120534
2025-10-31 17:39:34,99999.989120534
2025-10-31 17:40:34,99999.989120534
2025-10-31 17:41:34,99999.989120534
2025-10-31 17:42:34,99999.989120534
2025-10-31 17:43:34,99999.989120534
2025-10-31 17:44:34,99999.989120534
2025-10-31 17:45:34,99999.989120534
2025-10-31 17:46:34,99999.989120534
2025-10-31 17:47:34,99999.989120534
2025-10-31 17:48:34,99999.989120534
2025-10-31 17:49:34,99999.989120534
2025-10-31 17:50:34,99999.989120534
2025-10-31 17:51:34,99999.989120534
2025-10-31 17:52:34,99999.989120534
2025-10-31 17:53:34,99999.989120534
2025-10-31 17:54:34,99999.989120534
2025-10-31 17:55:34,99999.989120534
2025-10-31 17:56:34,99999.989120534
2025-10-31 17:57:34,99999.989120534
2025-10-31 17:58:34,99999.989120534
2025-10-31 17:59:34,99999.989120534
2025-10-31 18:00:34,99999.989120534
2025-10-31 18:01:34,99999.989120534
2025-10-31 18:02:34,99999.989120534
2025-10-31 18:03:34,99999.989120534
2025-10-31 18:04:34,99999.989120534
2025-10-31 18:05:34,99999.989120534
2025-10-31 18:06:34,99999.989120534
2025-10-31 18:07:34,99999.989120534
2025-10-31 18:08:34,99999.989120534
2025-10-31 18:09:34,99999.989120534
2025-10-31 18:10:34,99999.989120534
2025-10-31 18:11:34,99999.989120534
2025-10-31 18:12:34,99999.989120534
2025-10-31 18:13:34,99999.989120534
2025-10-31 18:14:34,99999.989120534
2025-10-31 18:15:34,99999.989120534
2025-10-31 18:16:34,99999.989120534
2025-10-31 18:17:34,99999.989120534
2025-10-31 18:18:34,99999.989120534
2025-10-31 18:19:34,99999.989120534
2025-10-31 18:20:34,99999.989120534
2025-10-31 18:21:34,99999.989120534
2025-10-31 18:22:34,99999.989120534
2025-10-31 18:23:34,99999.989120534
2025-10-31 18:24:34,99999.989120534
2025-10-31 18:25:34,99999.989120534
2025-10-31 18:26:34,99999.989120534
2025-10-31 18:27:34,99999.989120534
2025-10-31 18:28:34,99999.989120534
2025-10-31 18:29:34,99999.989120534
2025-10-31 18:30:34,99999.989120534
2025-10-31 18:31:34,99999.989120534
2025-10-31 18:32:34,99999.989120534
2025-10-31 18:33:34,99999.989120534
2025-10-31 18:34:34,99999.989120534
2025-10-31 18:35:34,99999.989120534
2025-10-31 18:36:34,99999.989120534
2025-10-31 18:37:34,99999.989120534
2025-10-31 18:38:34,99999.989120534
2025-10-31 18:39:34,99999.989120534
2025-10-31 18:40:34,99999.989120534
2025-10-31 18:41:34,99999.989120534
2025-10-31 18:42:34,99999.989120534
2025-10-31 18:43:34,99999.989120534
2025-10-31 18:44:34,99989.2605403946
